ID,AbstractClassWithoutAbstractMethod,AccessorClassGeneration,AccessorMethodGeneration,ArrayIsStoredDirectly,AvoidMessageDigestField,AvoidPrintStackTrace,AvoidReassigningCatchVariables,AvoidReassigningLoopVariables,AvoidReassigningParameters,AvoidStringBufferField,AvoidUsingHardCodedIP,CheckResultSet,ConstantsInInterface,DefaultLabelNotLastInSwitch,DoubleBraceInitialization,ForLoopCanBeForeach,GuardLogStatement,LooseCoupling,MethodReturnsInternalArray,MissingOverride,NonExhaustiveSwitch,OneDeclarationPerLine,PreserveStackTrace,ReplaceEnumerationWithIterator,ReplaceHashtableWithMap,ReplaceVectorWithList,SystemPrintln,UnitTestShouldUseAfterAnnotation,UnitTestShouldUseBeforeAnnotation,UnitTestShouldUseTestAnnotation,UnusedAssignment,UnusedFormalParameter,UnusedLocalVariable,UnusedPrivateField,UnusedPrivateMethod,UseCollectionIsEmpty,UseStandardCharsets,UseTryWithResources,UseVarargs,WhileLoopWithLiteralBoolean,AtLeastOneConstructor,AvoidProtectedMethodInFinalClassNotExtending,CallSuperInConstructor,CommentDefaultAccessModifier,EmptyMethodInAbstractClassShouldBeAbstract,ExtendsObject,FieldDeclarationsShouldBeAtStartOfClass,IdenticalCatchBranches,NoPackage,OnlyOneReturn,PackageCase,ShortClassName,ShortMethodName,TypeParameterNamingConventions,UnnecessaryAnnotationValueElement,UnnecessaryCast,UnnecessaryConstructor,UnnecessaryFullyQualifiedName,UnnecessaryImport,UnnecessaryModifier,UnnecessaryReturn,UnnecessarySemicolon,UseShortArrayInitializer,UseUnderscoresInNumericLiterals,VariableCanBeInlined,AbstractClassWithoutAnyMethod,AvoidRethrowingException,AvoidThrowingNewInstanceOfSameException,AvoidThrowingNullPointerException,AvoidThrowingRawExceptionTypes,ClassWithOnlyPrivateConstructorsShouldBeFinal,CollapsibleIfStatements,CouplingBetweenObjects,DataClass,DoNotExtendJavaLangError,ExcessiveImports,ExcessiveParameterList,FinalFieldCouldBeStatic,LogicInversion,SignatureDeclareThrowsException,SimplifiedTernary,SimplifyBooleanExpressions,SimplifyBooleanReturns,SimplifyConditional,SingularField,UseObjectForClearerAPI,UseUtilityClass,UselessOverridingMethod,DanglingJavadoc,UncommentedEmptyMethodBody,AssignmentInOperand,AssignmentToNonFinalStatic,AvoidAccessibilityAlteration,AvoidAssertAsIdentifier,AvoidCallingFinalize,AvoidCatchingThrowable,AvoidDecimalLiteralsInBigDecimalConstructor,AvoidEnumAsIdentifier,AvoidFieldNameMatchingMethodName,AvoidFieldNameMatchingTypeName,AvoidInstanceofChecksInCatchClause,AvoidMultipleUnaryOperators,AvoidUsingOctalValues,AvoidCatchingNPE,BrokenNullCheck,CallSuperFirst,CallSuperLast,CheckSkipResult,ClassCastExceptionWithToArray,CloneMethodMustBePublic,CloneMethodMustImplementCloneable,CloneMethodReturnTypeMustMatchClassName,CloseResource,CompareObjectsWithEquals,ConstructorCallsOverridableMethod,DetachedTestCase,DoNotCallGarbageCollectionExplicitly,DoNotHardCodeSDCard,DoNotThrowExceptionInFinally,DontImportSun,DontUseFloatTypeForLoopIndices,EmptyFinalizer,FinalizeDoesNotCallSuperFinalize,FinalizeOnlyCallsSuperFinalize,FinalizeOverloaded,FinalizeShouldBeProtected,IdempotentOperations,ImplicitSwitchFallThrough,InstantiationToGetClass,InvalidLogMessageFormat,JumbledIncrementer,JUnitSpelling,JUnitStaticSuite,MethodWithSameNameAsEnclosingClass,MisplacedNullCheck,MissingSerialVersionUID,MoreThanOneLogger,NonCaseLabelInSwitch,NonStaticInitializer,OverrideBothEqualsAndHashCodeOnComparable,OverrideBothEqualsAndHashcode,ProperCloneImplementation,ProperLogger,ReturnFromFinallyBlock,SimpleDateFormatNeedsLocale,SingleMethodSingleton,SingletonClassReturningNewInstance,StaticEJBFieldShouldBeFinal,StringBufferInstantiationWithChar,SuspiciousEqualsMethodName,SuspiciousHashcodeMethodName,SuspiciousOctalEscape,UnconditionalIfStatement,UnnecessaryBooleanAssertion,UnnecessaryCaseChange,UnnecessaryConversionTemporary,UnusedNullCheckInEquals,UseCorrectExceptionLogging,UseEqualsToCompareStrings,UselessOperationOnImmutable,UselessPureMethodCall,AvoidSynchronizedAtMethodLevel,AvoidSynchronizedStatement,AvoidThreadGroup,AvoidUsingVolatile,DoNotUseThreads,DontCallThreadRun,DoubleCheckedLocking,NonThreadSafeSingleton,UnsynchronizedStaticFormatter,UseConcurrentHashMap,UseNotifyAllInsteadOfNotify,AddEmptyString,AvoidArrayLoops,AvoidCalendarDateCreation,AvoidFileStream,BigIntegerInstantiation,ConsecutiveAppendsShouldReuse,InefficientStringBuffering,OptimizableToArrayCall,RedundantFieldInitializer,StringInstantiation,StringToString,TooFewBranchesForSwitch,UseArrayListInsteadOfVector,UseArraysAsList,UseIndexOfChar,UseIOStreamsWithApacheCommonsFileItem,UseStringBufferLength,UselessStringValueOf,MethodArgumentCouldBeFinal,CommentRequired,LocalVariableCouldBeFinal,LawOfDemeter,ControlStatementBraces,ShortVariable,LocalVariableNamingConventions,FieldNamingConventions,NullAssignment,UseDiamondOperator,CyclomaticComplexity,AvoidDuplicateLiterals,AvoidInstantiatingObjectsInLoops,CognitiveComplexity,TooManyMethods,AvoidCatchingGenericException,NPathComplexity,AvoidLiteralsInIfCondition,GodClass,InsufficientStringBufferDeclaration,ClassNamingConventions,MethodNamingConventions,FormalParameterNamingConventions,FinalParameterInAbstractMethod,AvoidProtectedFieldInFinalClass,AvoidDollarSigns,BooleanGetMethodName,ConfusingTernary,EmptyControlStatement,ModifierOrder,PrematureDeclaration,LongVariable,ExcessivePublicCount,ImmutableField,LoosePackageCoupling,MutableStaticState,TooManyFields,SwitchDensity,AvoidDeeplyNestedIfStmts,ExceptionAsFlowControl,CommentContent,UncommentedEmptyConstructor,CommentSize,EqualsNull,EmptyCatchBlock,AvoidCatchingNPE,AvoidBranchingStatementAsLastInLoop,UseStringBufferForStringAppends,ConsecutiveLiteralAppends,InefficientEmptyStringCheck,HardCodedCryptoKey,InsecureCryptoIv
3725605.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
3727271.java,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,3,6,1,,29,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,
3727277.java,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,3,6,1,,29,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,
3730280.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,19,29,35,,,3,,,,5,3,,,1,,2,1,,1,,,,,,,,,,,2,,18,,1,,,1,,,,,,1,,,,,,,,,
3732429.java,,,,,,,,2,3,,,,,,,2,16,,,7,,,,,,,,,,,2,,,1,,2,,,,,1,,,2,,,1,2,,47,,,,,,,,5,,2,,,,1,1,,,,,,,3,1,,,1,,,,,,,2,,,,,,,3,6,,,,,3,,,,,,,,,,,,,,,,1,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,,,,,4,,,,,,,26,1,,32,,,,,,,,,,46,112,180,37,,3,,3,5,12,21,2,19,14,1,7,7,4,1,4,,,,,,,,2,,1,1,36,1,,,1,1,,,12,,1,1,,3,,5,6,5,,,
3735879.java,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,19,2,8,,17,,,,,6,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
3738168.java,,,,,,,,,,,,,,6,,10,,,,218,,,12,,,,,,,,,6,3,,,,,,,,,,18,,,,176,,,111,,,,,,,,746,,30,,,,,6,,,,43,,,,1,,,,,,10,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,377,187,71,24,91,18,119,17,10,18,,5,9,13,,4,117,9,,,,,,,,5,13,3,,,59,4,,,6,2,,,,,,206,,,,,,,,,
3739360.java,,,,1,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,2,,,1,,,,,4,,,,,,11,,,,,,,,,,,,,,,,,,,,,,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,6,,,,,,,,,,63,32,58,9,,2,,,6,,3,,2,1,1,,,,,,,,,,,,,,,1,1,24,1,1,,,,,,,,,3,,,,,,,,,
3741534.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,
3742330.java,,,,,,,,,2,,,2,,,,1,3,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,4,,,,,,1,,1,,,,,1,,,,,,2,,,1,1,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,16,9,40,3,,2,1,3,,10,3,4,,4,1,3,3,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,
3743029.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20,15,,,,13,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
3749791.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,200,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
3753086.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,238,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
3753095.java,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,1,,,,,1,,,11,,,,,,19,,1,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,11,,,,,,,,,,33,57,12,,,2,,11,,2,3,,,1,1,,1,1,,1,,,,,,,,3,,,,,,3,,,,,,,,,1,,,,,,,,,
3754188.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,11,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3756805.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,10,4,,,,,,,3,,,,,,,,,,,,,,,,,,1,,1,,3,,3,,,,,,,,,1,,,,,,,,,
3757097.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,18,18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
3759000.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3761009.java,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,50,,115,1,,,,,,,1,,,,,,68,,,282,,2,,,,,1,,6,34,15,,,,,,,,,,136,,1,,,,,,,,,,57,,,,,,1,23,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,102,,,,,,,14,,,6,,,58,,,,,,,1166,1417,459,207,221,119,117,210,30,188,19,32,4,13,38,34,5,,12,7,255,101,80,,,,,,69,,,120,3,24,,,,,,,,58,132,,,,,,34,,,
3762543.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3762849.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
3763661.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,2,,,,,,,,,11,,,,,,,,,
3763789.java,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,361,,190,1,,,,,,,1,,,,,,260,,,1466,,,,,,,1,,2,130,27,,,,,,,,,,520,,1,,,,,,,,,,152,,,,,,1,22,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,394,,,,,,,9,,,9,,,174,,,,,,,5002,5886,2250,1394,1076,623,644,668,471,691,73,99,81,61,134,130,48,,110,49,975,1057,,,,,,,66,,,331,7,94,,,,2,,,,153,383,,,,,,130,,,
3763847.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,
3764238.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
3764491.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,
3770892.java,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,15,22,,2,11,,,,,5,2,,2,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,
3772084.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
3772718.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3775458.java,,,,,,,,,5,,,,,2,,,,,,1,,2,,,,,,,,,1,,,,,,,,,1,,,,11,,,7,,,41,,,,,,,,,,16,,,,2,2,,,,1,2,,7,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,35,70,1,33,19,8,9,8,,11,,1,4,1,,2,17,1,,,8,,,,,,2,,,3,11,1,,,,,,,,,,92,,,,,,,,,
3779095.java,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,361,,190,1,,,,,,,1,,,,,,260,,,1466,,,,,,,1,,2,130,27,,,,,,,,,,520,,1,,,,,,,,,,152,,,,,,1,22,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,394,,,,,,,9,,,9,,,174,,,,,,,5002,5886,2250,1394,1076,623,644,668,471,691,73,99,81,61,134,130,48,,110,49,975,1057,,,,,,,66,,,331,7,94,,,,2,,,,153,383,,,,,,130,,,
3780834.java,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,
3782985.java,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,197,,,19,,,,,,,,1,,,,,4,3,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,78,245,52,41,,14,,,6,,14,2,,5,1,,3,15,2,,,,,,,,,1,1,,,116,1,,,,2,1,,5,,,55,,,,,,,,,
3784303.java,,,,,,1,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,24,21,20,,1,10,3,2,,2,,,1,,,1,,,,,,,,,,,,,,3,,6,,,,,,,,,,,1,,,,,,,,,
3785267.java,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,15,2,1,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3785309.java,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3786480.java,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,18,15,20,5,,,,,2,,2,,,,1,,1,1,1,,,,,,,,,2,,,,6,,,,,,,,,,,20,,,,,,,,,
3787706.java,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,4,12,10,,,,3,,,,,,1,,,2,,,,,,,,,,,,,,3,,6,,,,3,,,,,,,1,,,,,,,,,
3788627.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,1,,,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,7,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,79,,,,,,,,,
3789205.java,,,,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,19,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,93,38,2,,1,,,1,,2,,,2,1,,,,,,,,,,,,,1,,,,18,,,,,,,,,,,7,,,,,,,,,
